Entity,Code,Year,Hydropower (terawatt-hours),Wind (terawatt-hours),Solar (terawatt-hours),Other renewables (modern biofuels; geothermal; wave & tidal) (terawatt-hours)
New Zealand,NZL,1981,19.67979798,0,0,1.619248421
New Zealand,NZL,1982,18.3040404,0,0,1.648985263
New Zealand,NZL,1983,19.75151515,0,0,1.667048421
New Zealand,NZL,1984,20.37676768,0,0,1.819095789
New Zealand,NZL,1985,19.70786543,0,0,1.690871815
New Zealand,NZL,1986,22.09769281,0,0,1.763698711
New Zealand,NZL,1987,21.92855966,0,0,1.758564737
New Zealand,NZL,1988,22.96265715,0,0,1.767947368
New Zealand,NZL,1989,22.55885729,0,0,2.260915789
New Zealand,NZL,1990,23.18530264,0,0,2.608536842
New Zealand,NZL,1991,22.8944639,0,0,2.785168421
New Zealand,NZL,1992,21.09267018,0.000690909,0,2.761105263
New Zealand,NZL,1993,23.49289285,0.000985859,0,2.883210526
New Zealand,NZL,1994,25.83708029,0.001010101,0,2.736631579
New Zealand,NZL,1995,27.53475929,0.001010101,0,2.681630409
New Zealand,NZL,1996,26.18292927,0.008326263,0,2.625496617
New Zealand,NZL,1997,23.25816566,0.013593556,0,2.717384211
New Zealand,NZL,1998,25.31932626,0.022069697,0,3.085457158
New Zealand,NZL,1999,22.91952727,0.038992929,0,3.309065263
New Zealand,NZL,2000,24.43497677,0.120208081,0,3.479374737
New Zealand,NZL,2001,21.68116869,0.138987879,0,3.304957895
New Zealand,NZL,2002,24.86580788,0.15548316,0,3.279288934
New Zealand,NZL,2003,23.62570605,0.146477855,0,3.152355714
New Zealand,NZL,2004,27.23371406,0.361467499,0,3.249577387
New Zealand,NZL,2005,23.33016582,0.614591165,0,3.573162909
New Zealand,NZL,2006,23.56675772,0.621276991,0,3.905025836
New Zealand,NZL,2007,23.64704077,0.929624415,0.003405895,4.109832178
New Zealand,NZL,2008,22.35037149,1.058118804,0.003430747,4.757211734
New Zealand,NZL,2009,24.21519439,1.47740152,0.003451889,5.41903263
New Zealand,NZL,2010,24.72822985,1.637253422,0.003828524,6.419842544
New Zealand,NZL,2011,25.11219759,1.956451812,0.00412685,6.690893031
New Zealand,NZL,2012,22.89618423,2.080375582,0.004822946,6.82473448
New Zealand,NZL,2013,23.05981131,2.024367077,0.007116062,7.015353135
New Zealand,NZL,2014,24.36704646,2.214394001,0.017580878,7.850982442
New Zealand,NZL,2015,24.60066687,2.364463399,0.034407127,8.421844224
New Zealand,NZL,2016,25.98788219,2.326611823,0.052223581,8.445445162
Non-OECD,,1965,212.4064611,0,0,0
Non-OECD,,1966,232.5378662,0,0,0
Non-OECD,,1967,234.5030095,0,0,0
Non-OECD,,1968,266.9453187,0,0,0
Non-OECD,,1969,289.9841366,0,0,0
Non-OECD,,1970,322.4217389,0,0,0.570890139
Non-OECD,,1971,338.9502486,0,0,2.251366338
Non-OECD,,1972,358.2671655,0,0,2.252433327
Non-OECD,,1973,373.3303937,0,0,2.394467722
Non-OECD,,1974,414.1864802,0,0,2.5175298
Non-OECD,,1975,429.0223499,0,0,2.999196443
Non-OECD,,1976,460.8138347,0,0,3.474226501
Non-OECD,,1977,503.4460811,0,0,3.794515693
Non-OECD,,1978,547.0416213,0,0,4.191033178
Non-OECD,,1979,593.9276426,0,0,5.131695442
Non-OECD,,1980,630.8252187,0,0,6.555609867
Non-OECD,,1981,652.0598065,0,0,8.905208879
Non-OECD,,1982,655.1162554,0,0,9.544111105
Non-OECD,,1983,681.3862697,0,0,11.32491725
Non-OECD,,1984,747.0289704,0,0,11.59030448
Non-OECD,,1985,787.769052,0,0,12.11162248
Non-OECD,,1986,823.7992223,0,0,12.32656575
Non-OECD,,1987,850.8308499,0,0,12.12080137
Non-OECD,,1988,900.4098922,0,0,12.3190913
Non-OECD,,1989,925.3416787,0,0,13.09292117
Non-OECD,,1990,954.9764116,0.034333333,0.002,15.49465146
Non-OECD,,1991,995.3842161,0.123000909,0.002,15.54594375
Non-OECD,,1992,998.4441631,0.220783131,0.00310101,16.77439942
Non-OECD,,1993,1059.936952,0.312035657,0.00410101,16.54280463
Non-OECD,,1994,1123.666491,0.589907273,0.00510101,18.94377901
Non-OECD,,1995,1165.039963,1.128285152,0.008111111,22.68786357
Non-OECD,,1996,1163.777773,1.025619456,0.015161616,23.97294355
Non-OECD,,1997,1184.530196,1.306578444,0.017163616,27.75881063
Non-OECD,,1998,1239.802423,1.569984163,0.069012364,30.78411745
Non-OECD,,1999,1249.225259,2.152923341,0.073225734,35.11932605
Non-OECD,,2000,1289.407078,2.721800128,0.084100639,37.50850707
Non-OECD,,2001,1323.794712,3.657298802,0.099600092,40.04721644
Non-OECD,,2002,1349.385859,3.908636322,0.142499998,42.08461982
Non-OECD,,2003,1371.031143,4.804214691,0.167753821,45.61644102
Non-OECD,,2004,1521.009692,8.010152599,0.189827489,48.99003289
Non-OECD,,2005,1627.559145,9.609044633,0.208408037,53.622372
Non-OECD,,2006,1725.756308,15.53748788,0.236050259,60.55712364
Non-OECD,,2007,1806.719668,20.22886085,0.273253855,69.12679272
Non-OECD,,2008,1938.951652,30.68284899,0.407009244,79.86603139
Non-OECD,,2009,1940.181081,51.21863159,0.640986632,94.19910661
Non-OECD,,2010,2087.281349,72.71659046,1.543920592,112.1775334
Non-OECD,,2011,2117.796178,106.5740742,4.28040821,119.6120342
Non-OECD,,2012,2288.167388,143.4196164,8.143549036,128.4278157
Non-OECD,,2013,2388.507967,198.9251892,17.38851459,143.1383738
Non-OECD,,2014,2497.35307,224.5789171,37.06944529,163.8385563
Non-OECD,,2015,2533.920429,273.6368641,59.08816474,187.9043763
Non-OECD,,2016,2622.673265,357.5635092,96.56507123,206.5598064
North America,,1965,324.9579217,0,0,0.345
North America,,1966,338.9226177,0,0,0.383
North America,,1967,371.4169963,0,0,0.474
North America,,1968,377.1194209,0,0,0.629
North America,,1969,417.8050786,0,0,0.799
North America,,1970,423.8204611,0,0,0.821184211
North America,,1971,443.7399772,0,0,0.808383684
North America,,1972,465.4665737,0,0,1.797890526
North America,,1973,473.3159528,0,0,2.471590526
North America,,1974,522.0012005,0,0,3.212722105
North America,,1975,516.4280016,0,0,4.044849474
North America,,1976,509.9041632,0,0,5.277402105
North America,,1977,443.6231946,0,0,5.846899474
North America,,1978,519.5402471,0,0,5.145831579
North America,,1979,516.5705571,0,0,6.877603158
North America,,1980,521.4363643,0,0,7.927993158
North America,,1981,516.188184,0,0,9.170082105
North America,,1982,596.3379821,0,0,8.804783684
North America,,1983,625.4966913,0.002694949,0.003,10.14572684
North America,,1984,637.4446296,0.006555556,0.00530101,12.61803684
North America,,1985,617.205476,0.006820202,0.010737374,14.25306632
North America,,1986,627.7582199,0.005231313,0.014173737,16.98750526
North America,,1987,590.1001957,0.004576768,0.01060303,19.26212579
North America,,1988,556.9758783,0.001879798,0.009185859,19.33399368
North America,,1989,589.6714296,2.134376768,0.253132323,57.00626789
North America,,1990,611.62622,2.819686869,0.371794949,66.53731526
North America,,1991,616.6597465,2.983677778,0.480252873,70.36827563
North America,,1992,593.0200205,2.976689899,0.413897109,75.64593509
North America,,1993,628.0347912,3.096188889,0.481214524,78.24148435
North America,,1994,607.5796898,3.545928283,0.508925425,78.30638277
North America,,1995,672.9189921,3.262215152,0.523313678,76.46049547
North America,,1996,733.7010049,3.334736364,0.553235954,78.16260421
North America,,1997,731.2005932,3.395247475,0.545643096,79.46313845
North America,,1998,677.6906764,3.133258586,0.541764609,80.29360286
North America,,1999,694.4292846,4.712331313,0.538605228,81.0337126
North America,,2000,662.7073083,5.932758586,0.541933707,81.4126574
North America,,2001,570.3740293,7.152384848,0.601930003,82.26647458
North America,,2002,632.5042182,10.88486869,0.63233444,87.40421607
North America,,2003,626.1013323,12.00947071,0.641443792,87.22828188
North America,,2004,626.2700051,15.25160707,0.721395596,88.52150697
North America,,2005,656.1059619,19.56145354,0.776374318,89.43212214
North America,,2006,668.9363,29.35071414,0.85711634,89.06040138
North America,,2007,637.9075222,38.02351206,1.133357867,90.66058737
North America,,2008,667.8855919,59.92795223,1.687483616,89.02674978
North America,,2009,667.1244848,81.80369157,2.177749144,89.20098432
North America,,2010,645.9664869,105.5672793,3.264760171,92.29027597
North America,,2011,728.1968657,133.7283611,5.273051628,92.84507841
North America,,2012,686.2631636,159.0985463,9.922107269,94.16506532
North America,,2013,686.4078502,190.2637274,17.37856423,98.47102236
North America,,2014,677.2547286,210.5273014,31.30282662,99.46754676
North America,,2015,654.9656346,226.0014859,42.26848388,101.4023377
North America,,2016,679.9558005,266.5761909,60.29421926,102.0724901
Norway,NOR,1965,49.364698,0,0,0
Norway,NOR,1966,48.6929492,0,0,0
Norway,NOR,1967,53.3244804,0,0,0
Norway,NOR,1968,60.2275832,0,0,0
Norway,NOR,1969,57.3947478,0,0,0
Norway,NOR,1970,57.8543654,0,0,0
Norway,NOR,1971,63.9398792,0,0,0
Norway,NOR,1972,68.1383092,0,0,0
Norway,NOR,1973,73.6537204,0,0,0
Norway,NOR,1974,76.654493,0,0,0
Norway,NOR,1975,77.4323074,0,0,0
Norway,NOR,1976,82.0505804,0,0,0
Norway,NOR,1977,72.2085766,0,0,0
Norway,NOR,1978,80.87502,0,0,0
Norway,NOR,1979,88.9934578,0,0,0
Norway,NOR,1980,83.9818582,0,0,0
Norway,NOR,1981,93.2846952,0,0,0
Norway,NOR,1982,92.9002074,0,0,0
Norway,NOR,1983,106.0656,0,0,0
Norway,NOR,1984,106.3572804,0,0,0
Norway,NOR,1985,102.9587618,0,0,0.005
Norway,NOR,1986,96.8334734,0,0,0.026
Norway,NOR,1987,103.7763508,0,0,0.021
Norway,NOR,1988,109.5657648,0,0,0.027
Norway,NOR,1989,118.7183422,0,0,0.029
Norway,NOR,1990,121.4053374,0,0,0.213
Norway,NOR,1991,110.5999044,0,0,0.209
Norway,NOR,1992,117.0787448,0,0,0.227
Norway,NOR,1993,119.6375774,0,0,0.243
Norway,NOR,1994,112.8361208,0,0,0.27
Norway,NOR,1995,122.5101874,0,0,0.289
Norway,NOR,1996,103.9354492,0,0,0.303
Norway,NOR,1997,110.9401982,0,0,0.241
Norway,NOR,1998,116.2788334,0,0,0.27
Norway,NOR,1999,121.8605356,0.014276,0,0.273
Norway,NOR,2000,142.2472278,0.030199,0,0.256
Norway,NOR,2001,121.003172,0.028758,0,0.255
Norway,NOR,2002,129.7491646,0.038903,0,0.25
Norway,NOR,2003,106.1186328,0.219796,0,0.33
Norway,NOR,2004,109.279702,0.259519,0,0.359
Norway,NOR,2005,136.570747,0.50703,0,0.333
Norway,NOR,2006,119.369,0.636,0,0.388
Norway,NOR,2007,133.656,0.892,0,0.386
Norway,NOR,2008,139.044,0.913,0.007355096,0.397
Norway,NOR,2009,125.283,0.977,0.00765,0.227
Norway,NOR,2010,116.75,0.879,0.00801,0.35
Norway,NOR,2011,120.291,1.283,0.00837,0.367
Norway,NOR,2012,141.738,1.548,0.008799041,0.357
Norway,NOR,2013,128.154,1.881,0.00927,0.335
Norway,NOR,2014,135.439,2.217,0.01053,0.259
Norway,NOR,2015,137.351,2.515,0.012825,0.197
Norway,NOR,2016,143.360306,2.115742,0.019132274,0.197539726
OECD,,1965,707.4923652,0,0,5.02
OECD,,1966,753.877395,0,0,6.165
OECD,,1967,774.8676269,0,0,6.425
OECD,,1968,792.2588665,0,0,7.244
OECD,,1969,832.6288114,0,0,7.914904
OECD,,1970,852.3537085,0,0,9.785245172
OECD,,1971,883.0324815,0,0,9.92887831
OECD,,1972,918.9302305,0,0,10.85008957
OECD,,1973,919.815857,0,0,12.09297977
OECD,,1974,1005.193241,0,0,13.88805141
OECD,,1975,1011.814553,0,0,15.39412592
OECD,,1976,974.8675007,0,0,16.54506392
OECD,,1977,969.550182,0,0,17.56463427
OECD,,1978,1042.098881,0.003,0,17.64144203
OECD,,1979,1074.307028,0.006,0,19.92454157
OECD,,1980,1068.714224,0.0105,0,22.0635256
OECD,,1981,1074.049939,0.0105,0,23.31538068
OECD,,1982,1142.829916,0.0185,0,30.94065695
OECD,,1983,1199.528708,0.032794949,0.003,33.73066042
OECD,,1984,1195.974213,0.044755556,0.006311111,37.85873344
OECD,,1985,1191.188416,0.064220202,0.011747475,40.39482987
OECD,,1986,1178.695291,0.138831313,0.015183838,46.65237253
OECD,,1987,1184.795105,0.195376768,0.01060303,49.77245982
OECD,,1988,1190.323374,0.331579798,0.01019596,52.14759386
OECD,,1989,1161.115435,2.649776768,0.262223232,91.22343858
OECD,,1990,1199.422195,3.598137183,0.384562626,100.9453758
OECD,,1991,1215.729401,3.963105766,0.504460449,106.1907256
OECD,,1992,1209.250143,4.512028888,0.465712382,113.6721879
OECD,,1993,1281.306883,5.384133163,0.552694494,118.2879765
OECD,,1994,1235.952042,6.535660955,0.595890693,121.3561596
OECD,,1995,1319.980587,7.134797888,0.633488527,123.4055237
OECD,,1996,1354.364919,8.153950902,0.689763527,127.4160269
OECD,,1997,1378.672049,10.68631742,0.739908044,133.6829633
OECD,,1998,1354.673282,14.3488053,0.810712491,138.0155034
OECD,,1999,1363.018984,19.0849254,0.891331313,143.0342214
OECD,,2000,1367.127936,28.78110151,1.066753297,146.3974555
OECD,,2001,1263.69213,34.98198363,1.326108333,150.5123529
OECD,,2002,1285.996004,49.07065509,1.664759556,162.5289777
OECD,,2003,1255.675157,58.58679131,2.126488163,171.2187082
OECD,,2004,1282.711439,77.56992408,2.819647577,185.2368258
OECD,,2005,1292.628032,94.61026649,4.021509017,201.5135318
OECD,,2006,1312.583814,117.4982636,5.546524592,212.4694279
OECD,,2007,1277.01207,150.6135638,7.428858746,226.0080314
OECD,,2008,1328.098466,188.3765822,12.18422125,233.6414678
OECD,,2009,1315.488266,226.6804404,20.27693198,242.7712823
OECD,,2010,1353.973991,268.7006865,32.27233372,264.3190993
OECD,,2011,1383.852364,329.9665168,60.41470417,278.9433538
OECD,,2012,1389.127731,383.461812,91.89035833,298.7946697
OECD,,2013,1408.688012,445.4850496,120.1726392,315.6045683
OECD,,2014,1388.704551,484.7188549,159.2635422,332.6763697
OECD,,2015,1369.361536,554.3983115,197.1027641,348.50657
OECD,,2016,1400.264504,601.9659969,236.4874213,355.1062577
Other Africa,,1965,12.15307417,0,0,0
Other Africa,,1966,13.46144594,0,0,0
Other Africa,,1967,13.78511516,0,0,0
Other Africa,,1968,15.06536576,0,0,0
Other Africa,,1969,17.22978782,0,0,0
Other Africa,,1970,21.80394282,0,0,0
Other Africa,,1971,20.3698075,0,0,0.164
Other Africa,,1972,23.34919922,0,0,0.165
Other Africa,,1973,23.70496995,0,0,0.17
Other Africa,,1974,27.35081609,0,0,0.175
Other Africa,,1975,28.65012557,0,0,0.172
Other Africa,,1976,30.59933244,0,0,0.185
Other Africa,,1977,33.83155872,0,0,0.189
Other Africa,,1978,33.99360094,0,0,0.195
Other Africa,,1979,36.22286798,0,0,0.201
Other Africa,,1980,34.96841236,0,0,0.207
Other Africa,,1981,36.14882226,0,0,0.218
Other Africa,,1982,36.64776393,0,0,0.236
Other Africa,,1983,34.86419906,0,0,0.23
Other Africa,,1984,34.48088952,0,0,0.234
Other Africa,,1985,38.18629585,0,0,0.269
Other Africa,,1986,39.8718167,0,0,0.659
Other Africa,,1987,37.56950071,0,0,0.658
Other Africa,,1988,40.25177136,0,0,0.626
Other Africa,,1989,43.11079777,0,0,0.617
Other Africa,,1990,46.73245292,0,0,0.732157895
Other Africa,,1991,48.46545741,0,0,0.738421053
Other Africa,,1992,47.11381547,0,0,0.730421053
Other Africa,,1993,46.09612856,0.002,0,0.715421053
Other Africa,,1994,45.61340217,0.0054,0,0.600473684
Other Africa,,1995,49.64494738,0.0063,0,0.745473684
Other Africa,,1996,49.99897992,0.0071,0,0.888461509
Other Africa,,1997,50.38451819,0.0072,0,0.887461509
Other Africa,,1998,52.60133274,0.0076,0,1.102870386
Other Africa,,1999,55.96101961,0.0078,0,1.069554597
Other Africa,,2000,59.37031633,0.0955,0.002,1.312631579
Other Africa,,2001,64.43996887,0.23708,0.002,1.402421053
Other Africa,,2002,66.50843131,0.231064,0.00210101,1.277368421
Other Africa,,2003,67.1149849,0.247187,0.00210101,1.655
Other Africa,,2004,73.58856055,0.251267,0.004111111,2.03
Other Africa,,2005,74.77325445,0.258299,0.007111111,2.0177
Other Africa,,2006,80.53004358,0.23344,0.010721212,2.81499
Other Africa,,2007,78.03860312,0.339661,0.012645495,2.14115
Other Africa,,2008,80.56156338,0.357401,0.066147884,2.242322
Other Africa,,2009,83.82812123,0.518591,0.103803429,2.57312219
Other Africa,,2010,92.70606692,0.836697,0.18829365,2.922342064
Other Africa,,2011,89.56395855,0.850056,0.285224534,2.883856611
Other Africa,,2012,97.19050754,1.1344262,0.397979382,2.979923546
Other Africa,,2013,104.0433857,1.9585801,0.514881312,3.25253759
Other Africa,,2014,108.5061051,2.941814851,0.597267799,4.409818028
Other Africa,,2015,103.9868519,3.880923501,0.692706304,6.000892605
Other Africa,,2016,98.99216219,4.470327795,1.177572438,5.973481357
Other Asia Pacific,,1965,10.34322769,0,0,0
Other Asia Pacific,,1966,10.39090529,0,0,0
Other Asia Pacific,,1967,10.61432469,0,0,0
Other Asia Pacific,,1968,10.63809929,0,0,0
Other Asia Pacific,,1969,10.81503509,0,0,0
Other Asia Pacific,,1970,11.06278729,0,0,0
Other Asia Pacific,,1971,11.39060069,0,0,0
Other Asia Pacific,,1972,11.81455589,0,0,0
Other Asia Pacific,,1973,11.78605889,0,0,0
Other Asia Pacific,,1974,12.45750809,0,0,0
Other Asia Pacific,,1975,12.90818949,0,0,0
Other Asia Pacific,,1976,13.36344469,0,0,0
Other Asia Pacific,,1977,13.61487749,0,0,0
Other Asia Pacific,,1978,14.18347149,0,0,0
Other Asia Pacific,,1979,15.1750376,0,0,0
Other Asia Pacific,,1980,15.25233414,0,0,0
Other Asia Pacific,,1981,15.51697497,0,0,0
Other Asia Pacific,,1982,16.02601718,0,0,0
Other Asia Pacific,,1983,15.73013833,0,0,0
Other Asia Pacific,,1984,17.19248087,0,0,0.001052632
Other Asia Pacific,,1985,19.11239659,0,0,0
Other Asia Pacific,,1986,20.43286584,0,0,0
Other Asia Pacific,,1987,20.97521218,0,0,0
Other Asia Pacific,,1988,23.39794027,0,0,0
Other Asia Pacific,,1989,24.05829188,0,0,0
Other Asia Pacific,,1990,25.43269079,0,0,0
Other Asia Pacific,,1991,24.67215604,0,0,0
Other Asia Pacific,,1992,23.50102747,0,0.00010101,0
Other Asia Pacific,,1993,24.0530633,0,0.00010101,0
Other Asia Pacific,,1994,25.48432045,0,0.00010101,0
Other Asia Pacific,,1995,26.3609531,0,0.00010101,0
Other Asia Pacific,,1996,24.10102788,0.001640218,0.00010101,0
Other Asia Pacific,,1997,22.01337791,0.004917092,0.00010301,0
Other Asia Pacific,,1998,22.64201645,0.005854207,0.00031301,0
Other Asia Pacific,,1999,23.93494331,0.009316067,0.00031001,0
Other Asia Pacific,,2000,24.76443098,0.010702049,0.00084401,0
Other Asia Pacific,,2001,25.76264624,0.010333847,0.001318106,0.020117021
Other Asia Pacific,,2002,25.72974058,0.011768736,0.002212122,0.025141427
Other Asia Pacific,,2003,27.58529299,0.00809048,0.003215012,0.085704005
Other Asia Pacific,,2004,28.35016396,0.014155552,0.005150123,0.091848806
Other Asia Pacific,,2005,30.69423612,0.019965069,0.006232488,0.179182674
Other Asia Pacific,,2006,33.89863599,0.030642758,0.009046336,0.275569474
Other Asia Pacific,,2007,36.40753938,0.042589531,0.009935036,0.461353
Other Asia Pacific,,2008,38.52294562,0.051860239,0.027859424,0.462752
Other Asia Pacific,,2009,38.04651226,0.060477296,0.033500137,0.489996
Other Asia Pacific,,2010,46.74517352,0.123721494,0.045963957,0.50733
Other Asia Pacific,,2011,51.55091812,0.162164724,0.05744764,0.519033
Other Asia Pacific,,2012,51.05540321,0.2159632,0.076916162,0.51242
Other Asia Pacific,,2013,60.28421591,0.384115076,0.100717014,0.524852772
Other Asia Pacific,,2014,57.68051075,0.507066769,0.137738659,0.557290984
Other Asia Pacific,,2015,58.6891501,0.583577025,0.176851324,0.600453453
Other Asia Pacific,,2016,61.17331055,0.559814198,0.210120668,0.612510058
Other Europe & Eurasia,,1965,10.14283365,0,0,0
Other Europe & Eurasia,,1966,11.06384812,0,0,0
Other Europe & Eurasia,,1967,11.93917038,0,0,0
Other Europe & Eurasia,,1968,13.12246345,0,0,0
Other Europe & Eurasia,,1969,16.28493631,0,0,0.001904
Other Europe & Eurasia,,1970,16.89470198,0,0,0.012091
Other Europe & Eurasia,,1971,18.1067284,0,0,0.012033
Other Europe & Eurasia,,1972,20.81905942,0,0,0.021664
Other Europe & Eurasia,,1973,19.94267683,0,0,0.0242
Other Europe & Eurasia,,1974,24.48444325,0,0,0.005751
Other Europe & Eurasia,,1975,23.36711487,0,0,0.018347
Other Europe & Eurasia,,1976,25.02387849,0,0,0.019012
Other Europe & Eurasia,,1977,29.32413731,0,0,0.029126
Other Europe & Eurasia,,1978,30.45187852,0,0,0.033285
Other Europe & Eurasia,,1979,32.34080674,0,0,0.06163
Other Europe & Eurasia,,1980,34.43750416,0,0,0.059672
Other Europe & Eurasia,,1981,31.76130811,0,0,0.141133
Other Europe & Eurasia,,1982,30.33238807,0,0,0.176968
Other Europe & Eurasia,,1983,28.89902562,0,0,0.188714
Other Europe & Eurasia,,1984,33.20407278,0,0,0.192233
Other Europe & Eurasia,,1985,62.92588593,0,0,0.189233
Other Europe & Eurasia,,1986,64.45043308,0,0,0.229339
Other Europe & Eurasia,,1987,67.50862504,0,0,0.256136
Other Europe & Eurasia,,1988,75.71781619,0,0,0.268608
Other Europe & Eurasia,,1989,69.96222775,0,0,0.276508
Other Europe & Eurasia,,1990,66.99429183,0,0,0.29591
Other Europe & Eurasia,,1991,74.68470229,0,0,0.281025
Other Europe & Eurasia,,1992,68.70306956,0,0,0.247769
Other Europe & Eurasia,,1993,68.97152979,0.000427273,0,0.288272
Other Europe & Eurasia,,1994,75.13235419,0.000611111,0,0.279365
Other Europe & Eurasia,,1995,71.0008898,0.000575758,0,0.318177
Other Europe & Eurasia,,1996,80.07571651,0.001585859,0,0.387419788
Other Europe & Eurasia,,1997,73.45559242,0.005295556,0,0.41292941
Other Europe & Eurasia,,1998,75.77405599,0.007161515,0,0.700943567
Other Europe & Eurasia,,1999,82.1076797,0.019707677,0,1.211475
Other Europe & Eurasia,,2000,78.15625139,0.029268283,4.02778E-05,1.439974
Other Europe & Eurasia,,2001,76.33323762,0.027249091,4.63889E-05,1.5739835
Other Europe & Eurasia,,2002,74.70942113,0.037437475,5.88889E-05,1.606868015
Other Europe & Eurasia,,2003,78.05233443,0.083291288,0,1.621697776
Other Europe & Eurasia,,2004,87.7124761,0.105938737,0.009599167,1.731677775
Other Europe & Eurasia,,2005,87.6475073,0.174949242,0.018264333,1.917121823
Other Europe & Eurasia,,2006,84.50180243,0.218380783,0.022115889,2.894561523
Other Europe & Eurasia,,2007,79.23805331,0.263470394,0.022634111,3.865217681
Other Europe & Eurasia,,2008,83.22863106,0.30795499,0.024645845,4.543041517
Other Europe & Eurasia,,2009,90.22385424,0.381294611,0.031567121,5.26422181
Other Europe & Eurasia,,2010,104.1145501,0.570915202,0.047454867,5.670487069
Other Europe & Eurasia,,2011,86.38542241,0.836740764,0.120786658,6.08738401
Other Europe & Eurasia,,2012,87.9800453,1.14957245,0.264305686,7.044433208
Other Europe & Eurasia,,2013,100.1494406,1.44988745,0.416844565,7.002741862
Other Europe & Eurasia,,2014,96.5907689,1.781141121,0.613154375,7.307047481
Other Europe & Eurasia,,2015,91.35201323,2.231528608,0.75806186,7.3327905
Other Europe & Eurasia,,2016,96.07092796,2.293091543,0.815730978,8.043129855
Other Middle East,,1965,0.6267104,0,0,0
Other Middle East,,1966,0.6988074,0,0,0
Other Middle East,,1967,0.8400656,0,0,0
Other Middle East,,1968,0.9421626,0,0,0
Other Middle East,,1969,1.0934208,0,0,0
Other Middle East,,1970,1.1003566,0,0,0
Other Middle East,,1971,1.088873,0,0,0
Other Middle East,,1972,1.067873,0,0,0
Other Middle East,,1973,0.7866804,0,0,0
Other Middle East,,1974,1.5565848,0,0,0
Other Middle East,,1975,2.014037,0,0,0
Other Middle East,,1976,2.494037,0,0,0
Other Middle East,,1977,3.1381026,0,0,0
Other Middle East,,1978,3.6153622,0,0,0
Other Middle East,,1979,4.2483978,0,0,0
Other Middle East,,1980,4.1092652,0,0,0
Other Middle East,,1981,4.0913608,0,0,0
Other Middle East,,1982,4.1923608,0,0,0
Other Middle East,,1983,3.9453608,0,0,0
Other Middle East,,1984,4.4933608,0,0,0
Other Middle East,,1985,4.5324578,0,0,0
Other Middle East,,1986,4.0254578,0,0,0
Other Middle East,,1987,4.1903622,0,0,0
Other Middle East,,1988,4.1496204,0,0,0
Other Middle East,,1989,3.890716,0,0,0
Other Middle East,,1990,3.846716,0.001,0,0
Other Middle East,,1991,3.5710356,0.001,0,0
Other Middle East,,1992,4.0715234,0.001,0,0
Other Middle East,,1993,3.9315548,0.001,0,0
Other Middle East,,1994,3.9391026,0.001,0,0
Other Middle East,,1995,3.8191996,0.001,0,0
Other Middle East,,1996,3.9401996,0.001,0,0
Other Middle East,,1997,4.0931996,0.003,0,0
Other Middle East,,1998,4.0904578,0.003,0,0
Other Middle East,,1999,3.670716,0.003,0,0
Other Middle East,,2000,4.3296518,0.003,0,0.003
Other Middle East,,2001,4.40591,0.003,0,0.005
Other Middle East,,2002,4.7480328,0.003,0,0.005
Other Middle East,,2003,4.6397746,0.003,0,0.006
Other Middle East,,2004,5.9150328,0.003,0,0.006
Other Middle East,,2005,9.5134522,0.003,0,0.005
Other Middle East,,2006,10.836,0.003,0,0.006
Other Middle East,,2007,9.902,0.003,0,0.01
Other Middle East,,2008,6.789433,0.004010101,0.002544452,0.009
Other Middle East,,2009,5.766112,0.005020202,0.0034,0.007
Other Middle East,,2010,8.258252,0.005020202,0.0045385,0.009
Other Middle East,,2011,8.355661631,0.005525253,0.005083,0.008
Other Middle East,,2012,10.220459,0.005532171,0.00644511,0.006
Other Middle East,,2013,9.021301,0.005525253,0.023465,0.006
Other Middle East,,2014,6.02979,0.005525253,0.05459,0.006
Other Middle East,,2015,8.024171926,0.125625253,0.0987325,0.006
Other Middle East,,2016,7.993987551,0.312658001,0.366421151,0.0064
Other South & Central America,,1965,2.849363349,0,0,0
Other South & Central America,,1966,4.244205865,0,0,0
Other South & Central America,,1967,4.451730178,0,0,0
Other South & Central America,,1968,4.71074708,0,0,0
Other South & Central America,,1969,5.023296692,0,0,0
Other South & Central America,,1970,5.820938808,0,0,0
Other South & Central America,,1971,6.952011628,0,0,1.133
Other South & Central America,,1972,6.545796149,0,0,1.031
Other South & Central America,,1973,7.110589228,0,0,1.156
Other South & Central America,,1974,7.313973628,0,0,1.206
Other South & Central America,,1975,6.988543192,0,0,1.413
Other South & Central America,,1976,7.377309047,0,0,1.899
Other South & Central America,,1977,7.676778997,0,0,1.966
Other South & Central America,,1978,9.084401333,0,0,2.147
Other South & Central America,,1979,9.933039666,0,0,2.01
Other South & Central America,,1980,12.25261641,0,0,2.058105263
Other South & Central America,,1981,12.3709352,0,0,2.506105263
Other South & Central America,,1982,11.9683628,0,0,2.695105263
Other South & Central America,,1983,14.30588411,0,0,2.616105263
Other South & Central America,,1984,15.87822906,0,0,2.606105263
Other South & Central America,,1985,19.66047107,0,0,2.24099
Other South & Central America,,1986,30.41518625,0,0,2.22375
Other South & Central America,,1987,36.883067,0,0,2.324516
Other South & Central America,,1988,38.541462,0,0,2.412962
Other South & Central America,,1989,42.02925635,0,0,2.655867
Other South & Central America,,1990,47.50588214,0,0,2.929229316
Other South & Central America,,1991,49.4734596,0,0,2.810432337
Other South & Central America,,1992,48.714705,0,0,2.929916332
